1.3874195,0.49493554,0.63795155
2.1342857,0.95178556,2.0802143
3.6561294,1.6822257,2.5252838
3.0963333,2.5238998,2.2187302
2.7119353,3.2317097,1.1396712
4.675333,3.6180992,0.9539968
2.1929028,3.5761938,0.33340645
3.0703218,3.1096456,0.26942578
2.7493334,2.3577337,0.24019337
1.0612904,1.5163871,0.06890001
2.2006667,0.8112667,0.32420334
2.7783873,0.43325806,1.0871483
3.8003225,0.49493554,2.726739
1.793793,0.96310335,1.5148759
3.7064512,1.7095804,2.5216165
2.881333,2.5504334,1.6216799
3.071936,3.2502902,1.8057839
2.0236669,3.623799,0.25002
1.5770967,3.5674198,0.09831612
4.0212903,3.0886455,0.14396128
1.6733334,2.3303337,0.07434
0.6774194,1.4899356,0.049699992
2.4823337,0.7928334,0.19495668
2.4119353,0.42780644,0.4583291
2.4538708,0.49493554,1.3677421
3.2060714,0.95178556,2.3397107
3.295807,1.6822257,2.3938062
2.473667,2.5238998,1.2903033
3.5348387,3.2317097,2.5285513
4.9843326,3.6180992,1.0572833
2.3574195,3.5761938,0.5122451
1.3170966,3.1096456,0.106435485
1.3463331,2.3577337,0.049503323
0.7970967,1.5163871,0.040354844
0.722,0.8112667,0.04837667
2.3790317,0.43325806,0.15363872
3.8222585,0.49493554,1.4189291
1.9264284,0.95178556,0.5453571
3.0464513,1.6822257,1.9078485
1.8106667,2.5238998,1.4060867
3.6532257,3.2317097,1.8812419
1.3306668,3.6180992,0.33307332
4.902258,3.5761938,0.6232871
2.968064,3.1096456,0.3256871
2.2556665,2.3577337,0.15149999
2.9919355,1.5163871,0.41152582
1.8443334,0.8112667,0.42354333
2.9935482,0.43325806,1.5492355
1.8345163,0.49493554,1.1145389
5.322143,0.95178556,4.155668
6.8454843,1.6822257,7.923278
2.652667,2.5238998,1.4497734
2.084516,3.2317097,0.58012575
2.2743335,3.6180992,0.21052334
2.7225804,3.5761938,0.16620967
2.886774,3.1096456,0.11188388
0.64666665,2.3577337,0.033663336
1.4438708,1.5163871,0.043338712
2.0076668,0.8112667,0.114489995
1.156129,0.43325806,0.115090325
1.1948388,0.49493554,0.25156453
5.0675864,0.96310335,3.4228344
3.472258,1.7095804,2.6436453
4.1340003,2.5504334,3.4666905
3.5396774,3.2502902,1.3906709
2.5466669,3.623799,0.47409335
4.72129,3.5674198,0.73907423
1.6496774,3.0886455,0.1657258
3.8573337,2.3303337,0.31106666
1.9770969,1.4899356,0.30470318
1.738,0.7928334,0.65888673
2.133871,0.42780644,1.2191001
6.5377417,0.49493554,5.0969806
4.828214,0.95178556,5.1962037
1.5122582,1.6822257,1.5859904
3.1599996,2.5238998,2.0164363
1.4609678,3.2317097,0.39543873
4.228334,3.6180992,0.55149335
2.7190323,3.5761938,0.19148713
1.3996774,3.1096456,0.09574194
6.0406666,2.3577337,0.28082
1.33,1.5163871,0.3317678
2.466667,0.8112667,0.77548337
3.1209674,0.43325806,2.2439127
2.2303226,0.49493554,1.0472776
2.4310715,0.95178556,2.4466674
3.9306457,1.6822257,3.5650613
4.0803328,2.5238998,3.4194534
4.093226,3.2317097,3.1020641
2.5996666,3.6180992,0.34517002
4.0125804,3.5761938,0.44608378
3.8300002,3.1096456,0.85253865
1.0163333,2.3577337,0.16206333
1.2677419,1.5163871,0.09744194
1.6586668,0.8112667,0.15424998
2.1509678,0.43325806,0.56382257
1.8106451,0.49493554,1.1647193
1.5217859,0.95178556,1.0216143
2.4022582,1.6822257,1.4052
3.9273336,2.5238998,2.911493
2.8264518,3.2317097,0.8093
1.3876667,3.6180992,0.28389332
2.3216126,3.5761938,0.10291936
3.653226,3.1096456,0.14287096
2.5406668,2.3577337,0.06780667
3.2819357,1.5163871,0.37546775
2.4789999,0.8112667,0.82943004
2.026774,0.43325806,1.4193227
1.6941936,0.49493554,1.3383226
3.1524143,0.96310335,1.6129552
2.516451,1.7095804,2.8483903
1.7346667,2.5504334,1.8734864
2.573226,3.2502902,0.695371
3.4163334,3.623799,0.48660335
2.6074195,3.5674198,0.3622774
2.7635486,3.0886455,0.15753226
1.7813333,2.3303337,0.088933334
1.6712905,1.4899356,0.0656129
1.0546668,0.7928334,0.09989999
1.9116129,0.42780644,0.20514196
1.3387096,0.49493554,0.37960324
4.038572,0.95178556,3.0073254
3.031613,1.6822257,2.2423582
2.4109998,2.5238998,1.83511
2.622903,3.2317097,1.5320742
3.9326668,3.6180992,0.6419566
3.6674197,3.5761938,0.43655163
2.6993546,3.1096456,0.30469036
1.128,2.3577337,0.08828666
3.7819355,1.5163871,0.48142585
2.129,0.8112667,0.6405033
3.7567742,0.43325806,2.0451033
2.398387,0.49493554,1.9190063
3.5825,0.95178556,2.7869358
2.1980643,1.6822257,2.807181
1.8063333,2.5238998,1.2281265
2.7812903,3.2317097,0.5790452
3.0443332,3.6180992,0.76887673
5.0109677,3.5761938,0.5918388
1.8145162,3.1096456,0.3007193
2.810333,2.3577337,0.15367669
1.693871,1.5163871,0.17134841
3.4753327,0.8112667,1.4224366
3.771935,0.43325806,2.8128872
1.3951613,0.49493554,1.6009709
1.6839285,0.95178556,1.3371109
5.1193542,1.6822257,5.712622
0.8896667,2.5238998,0.46273
2.9922576,3.2317097,0.7439968
2.0410001,3.6180992,0.4099168
2.9619355,3.5761938,0.15761612
2.1180646,3.1096456,0.10908064
2.131,2.3577337,0.07361332
0.0516129,1.5163871,0.042377423
3.7739997,0.8112667,0.24501666
1.451613,0.43325806,0.31413552
2.3480647,0.49493554,1.6011933
3.0044827,0.96310335,1.3820828
3.1941934,1.7095804,3.2358708
2.7570002,2.5504334,1.9860367
1.7980646,3.2502902,0.37289032
1.5196668,3.623799,0.20236667
3.2235484,3.5674198,0.10299678
2.8077416,3.0886455,0.12608708
2.7376666,2.3303337,0.07708
2.018387,1.4899356,0.20295803
2.0303333,0.7928334,0.24260333
2.4506454,0.42780644,0.9556741
2.6793544,0.49493554,1.8032031
1.7907141,0.95178556,1.4563321
3.9822586,1.6822257,3.326619
3.218666,2.5238998,2.5702703
2.2467742,3.2317097,0.64060336
2.6236665,3.6180992,0.24657331
2.094516,3.5761938,0.19210324
2.5090322,3.1096456,0.11719676
1.8723333,2.3577337,0.06765
1.9951613,1.5163871,0.11134514
1.1263334,0.8112667,0.095793344
0.25903225,0.43325806,0.081848375
2.4545162,0.49493554,0.12999676
2.8157136,0.95178556,1.4376678
1.1132258,1.6822257,1.0066258
3.9083328,2.5238998,1.7580899
1.859355,3.2317097,2.2837863
1.2689998,3.6180992,0.14133333
3.4880648,3.5761938,0.10260967
2.8638709,3.1096456,0.27567413
5.901334,2.3577337,0.80483
2.417742,1.5163871,0.92369044
3.186667,0.8112667,1.5016199
2.8293548,0.43325806,2.060629
1.1609677,0.49493554,1.6578385
2.1982143,0.95178556,1.3825464
3.7006447,1.6822257,3.7910388
2.2883337,2.5238998,0.98488003
3.7532258,3.2317097,1.5987095
2.0570004,3.6180992,1.0396234
3.4287097,3.5761938,0.2983839
2.9016125,3.1096456,0.25818387
2.467,2.3577337,0.16561
2.4706452,1.5163871,0.44163224
2.164,0.8112667,0.43442336
3.6990323,0.43325806,1.9424063
2.0554838,0.49493554,2.2357259
0.5224138,0.96310335,1.0392724
2.627097,1.7095804,1.7902551
3.0306666,2.5504334,1.6182065
3.761613,3.2502902,1.9292969
1.7729996,3.623799,0.9232801
2.6187098,3.5674198,0.16291614
2.4051616,3.0886455,0.1665871
1.7343332,2.3303337,0.085873336
2.4951615,1.4899356,0.10471614
1.8513335,0.7928334,0.21833333
1.4212903,0.42780644,0.32038063
1.5864515,0.49493554,0.6587967
2.312857,0.95178556,1.3135182
1.3074192,1.6822257,0.94819367
2.2839997,2.5238998,1.1129901
1.6367743,3.2317097,0.66899675
3.0349998,3.6180992,0.28179997
3.4174187,3.5761938,0.24851616
3.0780642,3.1096456,0.20201613
1.8116667,2.3577337,0.110869996
1.1080644,1.5163871,0.0778
1.6383332,0.8112667,0.20406666
3.8999999,0.43325806,1.472687
1.6096774,0.49493554,1.5789645
1.8764286,0.95178556,2.1983073
1.4280646,1.6822257,0.7552259
3.302333,2.5238998,1.9893366
1.5461289,3.2317097,0.6896064
3.1150005,3.6180992,0.2992067
2.398387,3.5761938,0.12460645
3.4,3.1096456,0.18570647
2.5460002,2.3577337,0.18246
2.5316129,1.5163871,0.10737098
1.566667,0.8112667,0.44095668
2.2232258,0.43325806,0.57069033
2.150968,0.49493554,1.1749355
3.2514288,0.95178556,3.2374537
1.7748387,1.6822257,1.4900064
2.847,2.5238998,1.7358499
5.2283874,3.2317097,2.9770482
3.1683335,3.6180992,1.0800167
3.3380647,3.5761938,0.26669678
2.0916128,3.1096456,0.43375802
2.2603335,2.3577337,0.15021333
3.9141936,1.5163871,0.68617094
1.2873333,0.8112667,0.4702234
1.1329033,0.43325806,0.78542906
4.1164517,0.49493554,3.4571483
3.7958622,0.96310335,4.263845
1.676774,1.7095804,1.3689096
4.014667,2.5504334,3.1769104
3.7848387,3.2502902,2.2603676
4.214667,3.623799,0.8136932
4.1864514,3.5674198,0.9311807
2.3625808,3.0886455,1.080674
3.9369998,2.3303337,0.49981335
2.619355,1.4899356,1.3803774
2.9059997,0.7928334,1.80003
3.585484,0.42780644,3.5926938
1.0977418,0.49493554,0.7244903
2.4539282,0.95178556,1.9223927
3.2316124,1.6822257,2.3947423
3.6199996,2.5238998,2.5433433
3.5480645,3.2317097,2.001642
2.496,3.6180992,0.8753001
3.3551617,3.5761938,0.45942587
2.8848388,3.1096456,0.5243452
1.8909999,2.3577337,0.15455998
2.8735485,1.5163871,0.26108065
3.1233332,0.8112667,1.3484234
3.6825805,0.43325806,2.5071743
3.672258,0.49493554,3.9630032
2.192857,0.95178556,1.777418
3.723226,1.6822257,3.674226
2.054,2.5238998,1.7767235
4.6025805,3.2317097,1.6615901
3.3513334,3.6180992,0.83546996
2.8299997,3.5761938,0.45388395
1.821613,3.1096456,0.1852387
2.3723333,2.3577337,0.27986333
2.1019356,1.5163871,0.29135484
2.066333,0.8112667,0.40644333
2.4212902,0.43325806,2.1265647
2.8135483,0.49493554,2.4261935
3.0657144,0.95178556,3.8224752
6.1767735,1.6822257,5.4711156
3.2826664,2.5238998,2.4931
3.5896773,3.2317097,2.6553516
